,file,unique_albums
73,regional-us-weekly-2018-05-18--2018-05-25.csv,36
74,regional-us-weekly-2018-05-25--2018-06-01.csv,38
75,regional-us-weekly-2018-06-01--2018-06-08.csv,35
76,regional-us-weekly-2018-06-08--2018-06-15.csv,33
77,regional-us-weekly-2018-06-15--2018-06-22.csv,37
78,regional-us-weekly-2018-06-22--2018-06-29.csv,38
79,regional-us-weekly-2018-06-29--2018-07-06.csv,19
80,regional-us-weekly-2018-07-06--2018-07-13.csv,23
81,regional-us-weekly-2018-07-13--2018-07-20.csv,31
82,regional-us-weekly-2018-07-20--2018-07-27.csv,36
83,regional-us-weekly-2018-07-27--2018-08-03.csv,35
84,regional-us-weekly-2018-08-03--2018-08-10.csv,22
85,regional-us-weekly-2018-08-10--2018-08-17.csv,28
86,regional-us-weekly-2018-08-17--2018-08-24.csv,27
87,regional-us-weekly-2018-08-24--2018-08-31.csv,30
88,regional-us-weekly-2018-08-31--2018-09-07.csv,25
89,regional-us-weekly-2018-09-07--2018-09-14.csv,28
90,regional-us-weekly-2018-09-14--2018-09-21.csv,34
91,regional-us-weekly-2018-09-21--2018-09-28.csv,35
92,regional-us-weekly-2018-09-28--2018-10-05.csv,27
93,regional-us-weekly-2018-10-05--2018-10-12.csv,34
94,regional-us-weekly-2018-10-12--2018-10-19.csv,36
95,regional-us-weekly-2018-10-19--2018-10-26.csv,37
96,regional-us-weekly-2018-10-26--2018-11-02.csv,39
97,regional-us-weekly-2018-11-02--2018-11-09.csv,39
98,regional-us-weekly-2018-11-09--2018-11-16.csv,40
99,regional-us-weekly-2018-11-16--2018-11-23.csv,42
100,regional-us-weekly-2018-11-23--2018-11-30.csv,40
101,regional-us-weekly-2018-11-30--2018-12-07.csv,42
102,regional-us-weekly-2018-12-07--2018-12-14.csv,37
103,regional-us-weekly-2018-12-14--2018-12-21.csv,44
104,regional-us-weekly-2018-12-21--2018-12-28.csv,43
