,file,tempo
1,regional-us-weekly-2016-12-30--2017-01-06.csv,122.51694000000002
2,regional-us-weekly-2017-01-06--2017-01-13.csv,122.00285000000005
3,regional-us-weekly-2017-01-13--2017-01-20.csv,122.12993000000006
4,regional-us-weekly-2017-01-20--2017-01-27.csv,122.71068999999997
5,regional-us-weekly-2017-01-27--2017-02-03.csv,123.83031000000003
6,regional-us-weekly-2017-02-03--2017-02-10.csv,123.26339999999999
7,regional-us-weekly-2017-02-10--2017-02-17.csv,123.53994499999995
8,regional-us-weekly-2017-02-17--2017-02-24.csv,125.03917499999996
9,regional-us-weekly-2017-02-24--2017-03-03.csv,124.17461999999995
10,regional-us-weekly-2017-03-03--2017-03-10.csv,122.02913500000003
11,regional-us-weekly-2017-03-10--2017-03-17.csv,121.25545499999997
12,regional-us-weekly-2017-03-17--2017-03-24.csv,120.72564499999999
13,regional-us-weekly-2017-03-24--2017-03-31.csv,122.24413999999997
14,regional-us-weekly-2017-03-31--2017-04-07.csv,122.02130500000001
15,regional-us-weekly-2017-04-07--2017-04-14.csv,122.30658500000001
16,regional-us-weekly-2017-04-14--2017-04-21.csv,123.08727500000003
17,regional-us-weekly-2017-04-21--2017-04-28.csv,123.83704999999996
18,regional-us-weekly-2017-04-28--2017-05-05.csv,122.72703499999994
19,regional-us-weekly-2017-05-05--2017-05-12.csv,122.21665999999999
20,regional-us-weekly-2017-05-12--2017-05-19.csv,121.68892000000004
21,regional-us-weekly-2017-05-19--2017-05-26.csv,122.94460999999995
22,regional-us-weekly-2017-05-26--2017-06-02.csv,122.82490500000002
23,regional-us-weekly-2017-06-02--2017-06-09.csv,122.74901500000001
24,regional-us-weekly-2017-06-09--2017-06-16.csv,123.84585500000001
25,regional-us-weekly-2017-06-16--2017-06-23.csv,121.69729000000002
26,regional-us-weekly-2017-06-23--2017-06-30.csv,121.53531000000001
27,regional-us-weekly-2017-06-30--2017-07-07.csv,121.40884500000006
28,regional-us-weekly-2017-07-07--2017-07-14.csv,122.25732000000005
29,regional-us-weekly-2017-07-14--2017-07-21.csv,120.41985000000001
30,regional-us-weekly-2017-07-21--2017-07-28.csv,119.7936900000001
31,regional-us-weekly-2017-07-28--2017-08-04.csv,120.73617
32,regional-us-weekly-2017-08-04--2017-08-11.csv,121.30460000000011
33,regional-us-weekly-2017-08-11--2017-08-18.csv,121.35494000000004
34,regional-us-weekly-2017-08-18--2017-08-25.csv,122.68563000000002
35,regional-us-weekly-2017-08-25--2017-09-01.csv,120.4912850000001
36,regional-us-weekly-2017-09-01--2017-09-08.csv,120.67902000000002
37,regional-us-weekly-2017-09-08--2017-09-15.csv,121.22421000000003
38,regional-us-weekly-2017-09-15--2017-09-22.csv,122.36919500000002
39,regional-us-weekly-2017-09-22--2017-09-29.csv,122.51084500000003
40,regional-us-weekly-2017-09-29--2017-10-06.csv,122.6960950000001
41,regional-us-weekly-2017-10-06--2017-10-13.csv,122.68972000000002
42,regional-us-weekly-2017-10-13--2017-10-20.csv,123.29059000000002
43,regional-us-weekly-2017-10-20--2017-10-27.csv,122.84204000000005
44,regional-us-weekly-2017-10-27--2017-11-03.csv,121.40285000000006
45,regional-us-weekly-2017-11-03--2017-11-10.csv,121.84737
46,regional-us-weekly-2017-11-10--2017-11-17.csv,121.35038999999998
47,regional-us-weekly-2017-11-17--2017-11-24.csv,121.827225
48,regional-us-weekly-2017-11-24--2017-12-01.csv,120.85913500000004
49,regional-us-weekly-2017-12-01--2017-12-08.csv,120.90662000000002
50,regional-us-weekly-2017-12-08--2017-12-15.csv,119.607425
51,regional-us-weekly-2017-12-15--2017-12-22.csv,118.21883
52,regional-us-weekly-2017-12-22--2017-12-29.csv,120.60340500000002
