,file,speechiness
1,regional-us-weekly-2016-12-30--2017-01-06.csv,0.14563100000000007
2,regional-us-weekly-2017-01-06--2017-01-13.csv,0.14632500000000007
3,regional-us-weekly-2017-01-13--2017-01-20.csv,0.14774750000000006
4,regional-us-weekly-2017-01-20--2017-01-27.csv,0.1490110000000001
5,regional-us-weekly-2017-01-27--2017-02-03.csv,0.15125350000000004
6,regional-us-weekly-2017-02-03--2017-02-10.csv,0.1483780000000001
7,regional-us-weekly-2017-02-10--2017-02-17.csv,0.1488020000000001
8,regional-us-weekly-2017-02-17--2017-02-24.csv,0.16109450000000003
9,regional-us-weekly-2017-02-24--2017-03-03.csv,0.16093949999999999
10,regional-us-weekly-2017-03-03--2017-03-10.csv,0.14345399999999997
11,regional-us-weekly-2017-03-10--2017-03-17.csv,0.146017
12,regional-us-weekly-2017-03-17--2017-03-24.csv,0.1549605
13,regional-us-weekly-2017-03-24--2017-03-31.csv,0.15862250000000003
14,regional-us-weekly-2017-03-31--2017-04-07.csv,0.15903450000000013
15,regional-us-weekly-2017-04-07--2017-04-14.csv,0.1511015000000001
16,regional-us-weekly-2017-04-14--2017-04-21.csv,0.16286500000000004
17,regional-us-weekly-2017-04-21--2017-04-28.csv,0.16258299999999998
18,regional-us-weekly-2017-04-28--2017-05-05.csv,0.15340549999999994
19,regional-us-weekly-2017-05-05--2017-05-12.csv,0.15746700000000005
20,regional-us-weekly-2017-05-12--2017-05-19.csv,0.15208650000000007
21,regional-us-weekly-2017-05-19--2017-05-26.csv,0.1471870000000001
22,regional-us-weekly-2017-05-26--2017-06-02.csv,0.15722700000000012
23,regional-us-weekly-2017-06-02--2017-06-09.csv,0.14940000000000014
24,regional-us-weekly-2017-06-09--2017-06-16.csv,0.1529695000000001
25,regional-us-weekly-2017-06-16--2017-06-23.csv,0.1438170000000001
26,regional-us-weekly-2017-06-23--2017-06-30.csv,0.13971900000000004
27,regional-us-weekly-2017-06-30--2017-07-07.csv,0.14047050000000005
28,regional-us-weekly-2017-07-07--2017-07-14.csv,0.15918100000000002
29,regional-us-weekly-2017-07-14--2017-07-21.csv,0.14613500000000004
30,regional-us-weekly-2017-07-21--2017-07-28.csv,0.14546049999999996
31,regional-us-weekly-2017-07-28--2017-08-04.csv,0.14164950000000004
32,regional-us-weekly-2017-08-04--2017-08-11.csv,0.1445085
33,regional-us-weekly-2017-08-11--2017-08-18.csv,0.13825700000000002
34,regional-us-weekly-2017-08-18--2017-08-25.csv,0.13793800000000003
35,regional-us-weekly-2017-08-25--2017-09-01.csv,0.1457335
36,regional-us-weekly-2017-09-01--2017-09-08.csv,0.13942749999999993
37,regional-us-weekly-2017-09-08--2017-09-15.csv,0.1368605
38,regional-us-weekly-2017-09-15--2017-09-22.csv,0.13976199999999994
39,regional-us-weekly-2017-09-22--2017-09-29.csv,0.13998249999999993
40,regional-us-weekly-2017-09-29--2017-10-06.csv,0.1414075
41,regional-us-weekly-2017-10-06--2017-10-13.csv,0.1400765
42,regional-us-weekly-2017-10-13--2017-10-20.csv,0.14307099999999998
43,regional-us-weekly-2017-10-20--2017-10-27.csv,0.1351845
44,regional-us-weekly-2017-10-27--2017-11-03.csv,0.13551199999999994
45,regional-us-weekly-2017-11-03--2017-11-10.csv,0.13476699999999991
46,regional-us-weekly-2017-11-10--2017-11-17.csv,0.13788649999999997
47,regional-us-weekly-2017-11-17--2017-11-24.csv,0.13407299999999997
48,regional-us-weekly-2017-11-24--2017-12-01.csv,0.1294095
49,regional-us-weekly-2017-12-01--2017-12-08.csv,0.12413750000000004
50,regional-us-weekly-2017-12-08--2017-12-15.csv,0.12734299999999998
51,regional-us-weekly-2017-12-15--2017-12-22.csv,0.13892849999999998
52,regional-us-weekly-2017-12-22--2017-12-29.csv,0.110277
