,file,count,mean_rank
1,regional-us-weekly-2017-12-29--2018-01-05.csv,115,97.66956521739131
2,regional-us-weekly-2018-01-05--2018-01-12.csv,111,96.50450450450451
3,regional-us-weekly-2018-01-12--2018-01-19.csv,110,95.54545454545455
4,regional-us-weekly-2018-01-19--2018-01-26.csv,111,93.65765765765765
5,regional-us-weekly-2018-01-26--2018-02-02.csv,118,92.49152542372882
6,regional-us-weekly-2018-02-02--2018-02-09.csv,110,92.0909090909091
7,regional-us-weekly-2018-02-09--2018-02-16.csv,119,89.05882352941177
8,regional-us-weekly-2018-02-16--2018-02-23.csv,118,91.11016949152543
9,regional-us-weekly-2018-02-23--2018-03-02.csv,121,90.15702479338843
10,regional-us-weekly-2018-03-02--2018-03-09.csv,121,91.58677685950413
11,regional-us-weekly-2018-03-09--2018-03-16.csv,125,88.88
12,regional-us-weekly-2018-03-16--2018-03-23.csv,122,89.98360655737704
13,regional-us-weekly-2018-03-23--2018-03-30.csv,117,90.45299145299145
14,regional-us-weekly-2018-03-30--2018-04-06.csv,119,90.30252100840336
15,regional-us-weekly-2018-04-06--2018-04-13.csv,123,90.2520325203252
16,regional-us-weekly-2018-04-13--2018-04-20.csv,121,89.31404958677686
17,regional-us-weekly-2018-04-20--2018-04-27.csv,123,91.13821138211382
18,regional-us-weekly-2018-04-27--2018-05-04.csv,128,90.8671875
19,regional-us-weekly-2018-05-04--2018-05-11.csv,125,89.112
20,regional-us-weekly-2018-05-11--2018-05-18.csv,127,88.25196850393701
21,regional-us-weekly-2018-05-18--2018-05-25.csv,122,88.6311475409836
22,regional-us-weekly-2018-05-25--2018-06-01.csv,130,90.23846153846154
23,regional-us-weekly-2018-06-01--2018-06-08.csv,128,90.171875
24,regional-us-weekly-2018-06-08--2018-06-15.csv,131,91.2442748091603
25,regional-us-weekly-2018-06-15--2018-06-22.csv,134,94.05970149253731
26,regional-us-weekly-2018-06-22--2018-06-29.csv,123,91.8130081300813
27,regional-us-weekly-2018-06-29--2018-07-06.csv,126,89.02380952380952
28,regional-us-weekly-2018-07-06--2018-07-13.csv,133,91.66165413533835
29,regional-us-weekly-2018-07-13--2018-07-20.csv,131,96.0381679389313
30,regional-us-weekly-2018-07-20--2018-07-27.csv,127,94.45669291338582
31,regional-us-weekly-2018-07-27--2018-08-03.csv,129,97.62790697674419
32,regional-us-weekly-2018-08-03--2018-08-10.csv,134,93.14925373134328
33,regional-us-weekly-2018-08-10--2018-08-17.csv,138,92.71014492753623
34,regional-us-weekly-2018-08-17--2018-08-24.csv,137,91.27737226277372
35,regional-us-weekly-2018-08-24--2018-08-31.csv,134,93.05223880597015
36,regional-us-weekly-2018-08-31--2018-09-07.csv,136,91.50735294117646
37,regional-us-weekly-2018-09-07--2018-09-14.csv,140,93.07142857142857
38,regional-us-weekly-2018-09-14--2018-09-21.csv,141,93.63120567375887
39,regional-us-weekly-2018-09-21--2018-09-28.csv,138,94.14492753623189
40,regional-us-weekly-2018-09-28--2018-10-05.csv,146,91.23287671232876
41,regional-us-weekly-2018-10-05--2018-10-12.csv,137,93.4014598540146
42,regional-us-weekly-2018-10-12--2018-10-19.csv,138,92.3695652173913
43,regional-us-weekly-2018-10-19--2018-10-26.csv,143,97.3986013986014
44,regional-us-weekly-2018-10-26--2018-11-02.csv,136,94.17647058823529
45,regional-us-weekly-2018-11-02--2018-11-09.csv,136,92.7720588235294
46,regional-us-weekly-2018-11-09--2018-11-16.csv,133,92.30075187969925
47,regional-us-weekly-2018-11-16--2018-11-23.csv,125,92.968
48,regional-us-weekly-2018-11-23--2018-11-30.csv,117,94.88888888888889
49,regional-us-weekly-2018-11-30--2018-12-07.csv,131,99.93893129770993
50,regional-us-weekly-2018-12-07--2018-12-14.csv,116,97.87931034482759
51,regional-us-weekly-2018-12-14--2018-12-21.csv,114,98.6842105263158
52,regional-us-weekly-2018-12-21--2018-12-28.csv,104,99.36538461538461
