,file,speechiness
1,regional-us-weekly-2017-12-29--2018-01-05.csv,0.13546649999999996
2,regional-us-weekly-2018-01-05--2018-01-12.csv,0.13333799999999996
3,regional-us-weekly-2018-01-12--2018-01-19.csv,0.13468049999999998
4,regional-us-weekly-2018-01-19--2018-01-26.csv,0.13318449999999998
5,regional-us-weekly-2018-01-26--2018-02-02.csv,0.13211900000000004
6,regional-us-weekly-2018-02-02--2018-02-09.csv,0.1276575000000001
7,regional-us-weekly-2018-02-09--2018-02-16.csv,0.13628400000000004
8,regional-us-weekly-2018-02-16--2018-02-23.csv,0.13413650000000008
9,regional-us-weekly-2018-02-23--2018-03-02.csv,0.13273600000000008
10,regional-us-weekly-2018-03-02--2018-03-09.csv,0.13140050000000011
11,regional-us-weekly-2018-03-09--2018-03-16.csv,0.1386380000000001
12,regional-us-weekly-2018-03-16--2018-03-23.csv,0.13627000000000009
13,regional-us-weekly-2018-03-23--2018-03-30.csv,0.13178850000000006
14,regional-us-weekly-2018-03-30--2018-04-06.csv,0.132547
15,regional-us-weekly-2018-04-06--2018-04-13.csv,0.13636650000000003
16,regional-us-weekly-2018-04-13--2018-04-20.csv,0.13913
17,regional-us-weekly-2018-04-20--2018-04-27.csv,0.14714949999999996
18,regional-us-weekly-2018-04-27--2018-05-04.csv,0.14175100000000002
19,regional-us-weekly-2018-05-04--2018-05-11.csv,0.13729049999999998
20,regional-us-weekly-2018-05-11--2018-05-18.csv,0.136937
21,regional-us-weekly-2018-05-18--2018-05-25.csv,0.13437249999999992
22,regional-us-weekly-2018-05-25--2018-06-01.csv,0.14909750000000008
23,regional-us-weekly-2018-06-01--2018-06-08.csv,0.1425440000000001
24,regional-us-weekly-2018-06-08--2018-06-15.csv,0.14037950000000005
25,regional-us-weekly-2018-06-15--2018-06-22.csv,0.1459245000000001
26,regional-us-weekly-2018-06-22--2018-06-29.csv,0.1354895000000001
27,regional-us-weekly-2018-06-29--2018-07-06.csv,0.13641100000000017
28,regional-us-weekly-2018-07-06--2018-07-13.csv,0.1459755000000001
29,regional-us-weekly-2018-07-13--2018-07-20.csv,0.1470475000000001
30,regional-us-weekly-2018-07-20--2018-07-27.csv,0.14443050000000004
31,regional-us-weekly-2018-07-27--2018-08-03.csv,0.148414
32,regional-us-weekly-2018-08-03--2018-08-10.csv,0.13613800000000004
33,regional-us-weekly-2018-08-10--2018-08-17.csv,0.1343405
34,regional-us-weekly-2018-08-17--2018-08-24.csv,0.12771099999999996
35,regional-us-weekly-2018-08-24--2018-08-31.csv,0.127989
36,regional-us-weekly-2018-08-31--2018-09-07.csv,0.14193050000000001
37,regional-us-weekly-2018-09-07--2018-09-14.csv,0.14974500000000002
38,regional-us-weekly-2018-09-14--2018-09-21.csv,0.15042500000000003
39,regional-us-weekly-2018-09-21--2018-09-28.csv,0.13904049999999996
40,regional-us-weekly-2018-09-28--2018-10-05.csv,0.16109099999999998
41,regional-us-weekly-2018-10-05--2018-10-12.csv,0.15091900000000005
42,regional-us-weekly-2018-10-12--2018-10-19.csv,0.1500455
43,regional-us-weekly-2018-10-19--2018-10-26.csv,0.1569585
44,regional-us-weekly-2018-10-26--2018-11-02.csv,0.1423455
45,regional-us-weekly-2018-11-02--2018-11-09.csv,0.1437210000000001
46,regional-us-weekly-2018-11-09--2018-11-16.csv,0.13012
47,regional-us-weekly-2018-11-16--2018-11-23.csv,0.13575949999999998
48,regional-us-weekly-2018-11-23--2018-11-30.csv,0.12910400000000002
49,regional-us-weekly-2018-11-30--2018-12-07.csv,0.148253
50,regional-us-weekly-2018-12-07--2018-12-14.csv,0.128543
51,regional-us-weekly-2018-12-14--2018-12-21.csv,0.13110249999999996
52,regional-us-weekly-2018-12-21--2018-12-28.csv,0.12077249999999999
