,file,loudness
1,regional-us-weekly-2017-12-29--2018-01-05.csv,-6.2711500000000004
2,regional-us-weekly-2018-01-05--2018-01-12.csv,-6.326660000000004
3,regional-us-weekly-2018-01-12--2018-01-19.csv,-6.356815000000003
4,regional-us-weekly-2018-01-19--2018-01-26.csv,-6.3351850000000045
5,regional-us-weekly-2018-01-26--2018-02-02.csv,-6.385955000000001
6,regional-us-weekly-2018-02-02--2018-02-09.csv,-6.35749
7,regional-us-weekly-2018-02-09--2018-02-16.csv,-6.418515000000005
8,regional-us-weekly-2018-02-16--2018-02-23.csv,-6.4870050000000035
9,regional-us-weekly-2018-02-23--2018-03-02.csv,-6.345825
10,regional-us-weekly-2018-03-02--2018-03-09.csv,-6.290419999999998
11,regional-us-weekly-2018-03-09--2018-03-16.csv,-6.413289999999998
12,regional-us-weekly-2018-03-16--2018-03-23.csv,-6.538910000000002
13,regional-us-weekly-2018-03-23--2018-03-30.csv,-6.471385000000003
14,regional-us-weekly-2018-03-30--2018-04-06.csv,-6.378640000000003
15,regional-us-weekly-2018-04-06--2018-04-13.csv,-6.339194999999998
16,regional-us-weekly-2018-04-13--2018-04-20.csv,-6.322555000000001
17,regional-us-weekly-2018-04-20--2018-04-27.csv,-6.314305000000002
18,regional-us-weekly-2018-04-27--2018-05-04.csv,-6.285275
19,regional-us-weekly-2018-05-04--2018-05-11.csv,-6.328035
20,regional-us-weekly-2018-05-11--2018-05-18.csv,-6.315985
21,regional-us-weekly-2018-05-18--2018-05-25.csv,-6.19375
22,regional-us-weekly-2018-05-25--2018-06-01.csv,-6.343254999999998
23,regional-us-weekly-2018-06-01--2018-06-08.csv,-6.157984999999999
24,regional-us-weekly-2018-06-08--2018-06-15.csv,-6.182139999999997
25,regional-us-weekly-2018-06-15--2018-06-22.csv,-6.273815
26,regional-us-weekly-2018-06-22--2018-06-29.csv,-6.21856
27,regional-us-weekly-2018-06-29--2018-07-06.csv,-6.542875000000005
28,regional-us-weekly-2018-07-06--2018-07-13.csv,-6.6763850000000025
29,regional-us-weekly-2018-07-13--2018-07-20.csv,-6.663475
30,regional-us-weekly-2018-07-20--2018-07-27.csv,-6.548854999999998
31,regional-us-weekly-2018-07-27--2018-08-03.csv,-6.464714999999996
32,regional-us-weekly-2018-08-03--2018-08-10.csv,-6.425244999999998
33,regional-us-weekly-2018-08-10--2018-08-17.csv,-6.168495000000003
34,regional-us-weekly-2018-08-17--2018-08-24.csv,-6.221969999999999
35,regional-us-weekly-2018-08-24--2018-08-31.csv,-6.161390000000001
36,regional-us-weekly-2018-08-31--2018-09-07.csv,-6.253019999999996
37,regional-us-weekly-2018-09-07--2018-09-14.csv,-6.454525000000001
38,regional-us-weekly-2018-09-14--2018-09-21.csv,-6.590990000000005
39,regional-us-weekly-2018-09-21--2018-09-28.csv,-6.392834999999996
40,regional-us-weekly-2018-09-28--2018-10-05.csv,-6.295910000000003
41,regional-us-weekly-2018-10-05--2018-10-12.csv,-6.325849999999999
42,regional-us-weekly-2018-10-12--2018-10-19.csv,-6.367974999999998
43,regional-us-weekly-2018-10-19--2018-10-26.csv,-6.607750000000002
44,regional-us-weekly-2018-10-26--2018-11-02.csv,-6.469845000000003
45,regional-us-weekly-2018-11-02--2018-11-09.csv,-6.603885000000004
46,regional-us-weekly-2018-11-09--2018-11-16.csv,-6.590890000000001
47,regional-us-weekly-2018-11-16--2018-11-23.csv,-6.737255000000002
48,regional-us-weekly-2018-11-23--2018-11-30.csv,-7.1607699999999985
49,regional-us-weekly-2018-11-30--2018-12-07.csv,-7.190854999999999
50,regional-us-weekly-2018-12-07--2018-12-14.csv,-7.398934999999999
51,regional-us-weekly-2018-12-14--2018-12-21.csv,-7.3865700000000025
52,regional-us-weekly-2018-12-21--2018-12-28.csv,-7.8896149999999965
