,file,duration_ms
1,regional-us-weekly-2017-12-29--2018-01-05.csv,214829.725
2,regional-us-weekly-2018-01-05--2018-01-12.csv,216697.775
3,regional-us-weekly-2018-01-12--2018-01-19.csv,213721.885
4,regional-us-weekly-2018-01-19--2018-01-26.csv,214977.825
5,regional-us-weekly-2018-01-26--2018-02-02.csv,220029.805
6,regional-us-weekly-2018-02-02--2018-02-09.csv,215266.695
7,regional-us-weekly-2018-02-09--2018-02-16.csv,213918.725
8,regional-us-weekly-2018-02-16--2018-02-23.csv,212087.625
9,regional-us-weekly-2018-02-23--2018-03-02.csv,211357.01
10,regional-us-weekly-2018-03-02--2018-03-09.csv,209335.17
11,regional-us-weekly-2018-03-09--2018-03-16.csv,205564.525
12,regional-us-weekly-2018-03-16--2018-03-23.csv,199144.125
13,regional-us-weekly-2018-03-23--2018-03-30.csv,203556.56
14,regional-us-weekly-2018-03-30--2018-04-06.csv,207483.305
15,regional-us-weekly-2018-04-06--2018-04-13.csv,207797.87
16,regional-us-weekly-2018-04-13--2018-04-20.csv,208994.77
17,regional-us-weekly-2018-04-20--2018-04-27.csv,209673.12
18,regional-us-weekly-2018-04-27--2018-05-04.csv,208852.62
19,regional-us-weekly-2018-05-04--2018-05-11.csv,211146.365
20,regional-us-weekly-2018-05-11--2018-05-18.csv,209917.925
21,regional-us-weekly-2018-05-18--2018-05-25.csv,209847.325
22,regional-us-weekly-2018-05-25--2018-06-01.csv,207035.705
23,regional-us-weekly-2018-06-01--2018-06-08.csv,207770.245
24,regional-us-weekly-2018-06-08--2018-06-15.csv,207748.485
25,regional-us-weekly-2018-06-15--2018-06-22.csv,202287.615
26,regional-us-weekly-2018-06-22--2018-06-29.csv,200407.02
27,regional-us-weekly-2018-06-29--2018-07-06.csv,206449.615
28,regional-us-weekly-2018-07-06--2018-07-13.csv,205367.535
29,regional-us-weekly-2018-07-13--2018-07-20.csv,206286.015
30,regional-us-weekly-2018-07-20--2018-07-27.csv,205423.485
31,regional-us-weekly-2018-07-27--2018-08-03.csv,205176.12
32,regional-us-weekly-2018-08-03--2018-08-10.csv,205005.335
33,regional-us-weekly-2018-08-10--2018-08-17.csv,203539.89
34,regional-us-weekly-2018-08-17--2018-08-24.csv,199016.805
35,regional-us-weekly-2018-08-24--2018-08-31.csv,199603.425
36,regional-us-weekly-2018-08-31--2018-09-07.csv,202618.515
37,regional-us-weekly-2018-09-07--2018-09-14.csv,207095.975
38,regional-us-weekly-2018-09-14--2018-09-21.csv,205799.59
39,regional-us-weekly-2018-09-21--2018-09-28.csv,206614.685
40,regional-us-weekly-2018-09-28--2018-10-05.csv,213878.345
41,regional-us-weekly-2018-10-05--2018-10-12.csv,207394.83
42,regional-us-weekly-2018-10-12--2018-10-19.csv,206024.755
43,regional-us-weekly-2018-10-19--2018-10-26.csv,200659.975
44,regional-us-weekly-2018-10-26--2018-11-02.csv,204498.255
45,regional-us-weekly-2018-11-02--2018-11-09.csv,202555.17
46,regional-us-weekly-2018-11-09--2018-11-16.csv,197371.14
47,regional-us-weekly-2018-11-16--2018-11-23.csv,198246.87
48,regional-us-weekly-2018-11-23--2018-11-30.csv,193556.69
49,regional-us-weekly-2018-11-30--2018-12-07.csv,192184.12
50,regional-us-weekly-2018-12-07--2018-12-14.csv,187690.495
51,regional-us-weekly-2018-12-14--2018-12-21.csv,187850.36
52,regional-us-weekly-2018-12-21--2018-12-28.csv,190166.05
