,file,acousticness
1,regional-us-weekly-2017-12-29--2018-01-05.csv,0.17529615499999993
2,regional-us-weekly-2018-01-05--2018-01-12.csv,0.17086625000000003
3,regional-us-weekly-2018-01-12--2018-01-19.csv,0.17695793000000004
4,regional-us-weekly-2018-01-19--2018-01-26.csv,0.16640638000000008
5,regional-us-weekly-2018-01-26--2018-02-02.csv,0.159839115
6,regional-us-weekly-2018-02-02--2018-02-09.csv,0.16097001499999997
7,regional-us-weekly-2018-02-09--2018-02-16.csv,0.169402715
8,regional-us-weekly-2018-02-16--2018-02-23.csv,0.18088811500000004
9,regional-us-weekly-2018-02-23--2018-03-02.csv,0.17447786500000004
10,regional-us-weekly-2018-03-02--2018-03-09.csv,0.1722548650000001
11,regional-us-weekly-2018-03-09--2018-03-16.csv,0.1692275700000001
12,regional-us-weekly-2018-03-16--2018-03-23.csv,0.1871705800000001
13,regional-us-weekly-2018-03-23--2018-03-30.csv,0.17934843000000003
14,regional-us-weekly-2018-03-30--2018-04-06.csv,0.17778341000000006
15,regional-us-weekly-2018-04-06--2018-04-13.csv,0.17627779000000016
16,regional-us-weekly-2018-04-13--2018-04-20.csv,0.17901631999999995
17,regional-us-weekly-2018-04-20--2018-04-27.csv,0.17907531999999995
18,regional-us-weekly-2018-04-27--2018-05-04.csv,0.19186017
19,regional-us-weekly-2018-05-04--2018-05-11.csv,0.20060287000000007
20,regional-us-weekly-2018-05-11--2018-05-18.csv,0.18688443000000013
21,regional-us-weekly-2018-05-18--2018-05-25.csv,0.19874633
22,regional-us-weekly-2018-05-25--2018-06-01.csv,0.2065316300000001
23,regional-us-weekly-2018-06-01--2018-06-08.csv,0.1910767860000001
24,regional-us-weekly-2018-06-08--2018-06-15.csv,0.19919046500000015
25,regional-us-weekly-2018-06-15--2018-06-22.csv,0.22233042999999994
26,regional-us-weekly-2018-06-22--2018-06-29.csv,0.21862637999999993
27,regional-us-weekly-2018-06-29--2018-07-06.csv,0.21163367999999988
28,regional-us-weekly-2018-07-06--2018-07-13.csv,0.20348661499999987
29,regional-us-weekly-2018-07-13--2018-07-20.csv,0.20813586499999992
30,regional-us-weekly-2018-07-20--2018-07-27.csv,0.20222765499999995
31,regional-us-weekly-2018-07-27--2018-08-03.csv,0.20803336499999994
32,regional-us-weekly-2018-08-03--2018-08-10.csv,0.21845201499999997
33,regional-us-weekly-2018-08-10--2018-08-17.csv,0.2067197650000001
34,regional-us-weekly-2018-08-17--2018-08-24.csv,0.214968315
35,regional-us-weekly-2018-08-24--2018-08-31.csv,0.224341865
36,regional-us-weekly-2018-08-31--2018-09-07.csv,0.2191151800000001
37,regional-us-weekly-2018-09-07--2018-09-14.csv,0.24350897999999999
38,regional-us-weekly-2018-09-14--2018-09-21.csv,0.23313888000000005
39,regional-us-weekly-2018-09-21--2018-09-28.csv,0.21901408000000008
40,regional-us-weekly-2018-09-28--2018-10-05.csv,0.20269728
41,regional-us-weekly-2018-10-05--2018-10-12.csv,0.19567402999999994
42,regional-us-weekly-2018-10-12--2018-10-19.csv,0.20498932999999994
43,regional-us-weekly-2018-10-19--2018-10-26.csv,0.22341143
44,regional-us-weekly-2018-10-26--2018-11-02.csv,0.2323289099999999
45,regional-us-weekly-2018-11-02--2018-11-09.csv,0.2483820100000001
46,regional-us-weekly-2018-11-09--2018-11-16.csv,0.22801818000000001
47,regional-us-weekly-2018-11-16--2018-11-23.csv,0.24376175999999997
48,regional-us-weekly-2018-11-23--2018-11-30.csv,0.28472186
49,regional-us-weekly-2018-11-30--2018-12-07.csv,0.2639852199999999
50,regional-us-weekly-2018-12-07--2018-12-14.csv,0.30967744499999994
51,regional-us-weekly-2018-12-14--2018-12-21.csv,0.3123145099999999
52,regional-us-weekly-2018-12-21--2018-12-28.csv,0.32984536499999995
