,file,liveness
1,regional-us-weekly-2017-12-29--2018-01-05.csv,0.15045650000000005
2,regional-us-weekly-2018-01-05--2018-01-12.csv,0.1532955
3,regional-us-weekly-2018-01-12--2018-01-19.csv,0.15700350000000002
4,regional-us-weekly-2018-01-19--2018-01-26.csv,0.1595845
5,regional-us-weekly-2018-01-26--2018-02-02.csv,0.15297850000000002
6,regional-us-weekly-2018-02-02--2018-02-09.csv,0.15197349999999996
7,regional-us-weekly-2018-02-09--2018-02-16.csv,0.15349300000000007
8,regional-us-weekly-2018-02-16--2018-02-23.csv,0.1505380000000001
9,regional-us-weekly-2018-02-23--2018-03-02.csv,0.15266950000000004
10,regional-us-weekly-2018-03-02--2018-03-09.csv,0.1523065000000001
11,regional-us-weekly-2018-03-09--2018-03-16.csv,0.14824050000000005
12,regional-us-weekly-2018-03-16--2018-03-23.csv,0.15335349999999995
13,regional-us-weekly-2018-03-23--2018-03-30.csv,0.15639950000000002
14,regional-us-weekly-2018-03-30--2018-04-06.csv,0.16153649999999994
15,regional-us-weekly-2018-04-06--2018-04-13.csv,0.15944049999999999
16,regional-us-weekly-2018-04-13--2018-04-20.csv,0.15902449999999996
17,regional-us-weekly-2018-04-20--2018-04-27.csv,0.15670749999999994
18,regional-us-weekly-2018-04-27--2018-05-04.csv,0.15683799999999995
19,regional-us-weekly-2018-05-04--2018-05-11.csv,0.1568435
20,regional-us-weekly-2018-05-11--2018-05-18.csv,0.15953099999999995
21,regional-us-weekly-2018-05-18--2018-05-25.csv,0.15699899999999992
22,regional-us-weekly-2018-05-25--2018-06-01.csv,0.16630050000000005
23,regional-us-weekly-2018-06-01--2018-06-08.csv,0.160319
24,regional-us-weekly-2018-06-08--2018-06-15.csv,0.16096450000000004
25,regional-us-weekly-2018-06-15--2018-06-22.csv,0.163411
26,regional-us-weekly-2018-06-22--2018-06-29.csv,0.15969550000000005
27,regional-us-weekly-2018-06-29--2018-07-06.csv,0.15955950000000002
28,regional-us-weekly-2018-07-06--2018-07-13.csv,0.15474050000000003
29,regional-us-weekly-2018-07-13--2018-07-20.csv,0.15319650000000004
30,regional-us-weekly-2018-07-20--2018-07-27.csv,0.15378100000000006
31,regional-us-weekly-2018-07-27--2018-08-03.csv,0.15644350000000004
32,regional-us-weekly-2018-08-03--2018-08-10.csv,0.159022
33,regional-us-weekly-2018-08-10--2018-08-17.csv,0.15908800000000003
34,regional-us-weekly-2018-08-17--2018-08-24.csv,0.15619250000000004
35,regional-us-weekly-2018-08-24--2018-08-31.csv,0.15610199999999996
36,regional-us-weekly-2018-08-31--2018-09-07.csv,0.1633965
37,regional-us-weekly-2018-09-07--2018-09-14.csv,0.16376200000000002
38,regional-us-weekly-2018-09-14--2018-09-21.csv,0.16508850000000003
39,regional-us-weekly-2018-09-21--2018-09-28.csv,0.1631270000000001
40,regional-us-weekly-2018-09-28--2018-10-05.csv,0.17766900000000008
41,regional-us-weekly-2018-10-05--2018-10-12.csv,0.16924550000000008
42,regional-us-weekly-2018-10-12--2018-10-19.csv,0.16433300000000006
43,regional-us-weekly-2018-10-19--2018-10-26.csv,0.16836700000000016
44,regional-us-weekly-2018-10-26--2018-11-02.csv,0.17207350000000005
45,regional-us-weekly-2018-11-02--2018-11-09.csv,0.17278350000000003
46,regional-us-weekly-2018-11-09--2018-11-16.csv,0.17675049999999998
47,regional-us-weekly-2018-11-16--2018-11-23.csv,0.18016650000000006
48,regional-us-weekly-2018-11-23--2018-11-30.csv,0.18192350000000007
49,regional-us-weekly-2018-11-30--2018-12-07.csv,0.18405850000000007
50,regional-us-weekly-2018-12-07--2018-12-14.csv,0.17595699999999997
51,regional-us-weekly-2018-12-14--2018-12-21.csv,0.1818129999999999
52,regional-us-weekly-2018-12-21--2018-12-28.csv,0.184036
